action,clientASNDescription,clientAsn,clientCountryName,clientIP,clientRequestHTTPHost,clientRequestHTTPMethodName,clientRequestHTTPProtocol,clientRequestPath,clientRequestQuery,datetime,metadata,rayName,ruleId,rulesetId,sampleInterval,source,userAgent
block,GIGAINFRA Softbank BB Corp.,17676,JP,2400:2413:e1a1:4500:60d3:c964:fc51:b58f,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/COVID-19%20Vaccine%20COMIRNATY%20-Information%20for%20persons%20receiving%20the%20vaccine%20and%20their%20families-Spanish.pdf,,2022-04-29T16:27:11Z,[],703967535ec3781f,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 9; 605SH Build/S2014)
block,GIGAINFRA Softbank BB Corp.,17676,JP,2400:2413:e1a1:4500:60d3:c964:fc51:b58f,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/COVID-19%20Vaccine%20COMIRNATY%20-Information%20for%20persons%20receiving%20the%20vaccine%20and%20their%20families-Tagalog.pdf,,2022-04-29T16:27:11Z,[],703967541b9f1f47,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 9; 605SH Build/S2014)
block,GIGAINFRA Softbank BB Corp.,17676,JP,2400:2413:e1a1:4500:60d3:c964:fc51:b58f,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/COVID-19%20Vaccine%20COMIRNATY%20-Information%20for%20persons%20receiving%20the%20vaccine%20and%20their%20families-Portuguese.pdf,,2022-04-29T16:27:11Z,[],703967550db980d2,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 9; 605SH Build/S2014)
block,GIGAINFRA Softbank BB Corp.,17676,JP,2400:2413:e1a1:4500:60d3:c964:fc51:b58f,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/COVID-19%20Vaccine%20COMIRNATY%20-Information%20for%20persons%20receiving%20the%20vaccine%20and%20their%20families-Thai.pdf,,2022-04-29T16:27:11Z,[],703967559c14351d,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 9; 605SH Build/S2014)
block,GIGAINFRA Softbank BB Corp.,17676,JP,2400:2413:e1a1:4500:60d3:c964:fc51:b58f,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%83%AF%E3%82%AF%E3%83%81%E3%83%B3%E3%81%AE%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84_%E5%B8%8C%E9%87%88%E3%83%BB%E5%85%85%E5%A1%AB.pdf,,2022-04-29T16:27:11Z,[],703967559f031ec4,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 9; 605SH Build/S2014)
block,GIGAINFRA Softbank BB Corp.,17676,JP,2400:2413:e1a1:4500:60d3:c964:fc51:b58f,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/COVID-19%20Vaccine%20COMIRNATY%20-Information%20for%20persons%20receiving%20the%20vaccine%20and%20their%20families-Vietnamese.pdf,,2022-04-29T16:27:11Z,[],70396755ee7b8071,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 9; 605SH Build/S2014)
block,GIGAINFRA Softbank BB Corp.,17676,JP,2400:2413:e1a1:4500:60d3:c964:fc51:b58f,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E3%83%89%E3%83%A9%E3%82%A4%E3%82%A2%E3%82%A4%E3%82%B9%E3%81%AE%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84%E3%81%AE%E6%B3%A8%E6%84%8F.pdf,,2022-04-29T16:27:13Z,[],703967609c9e3535,7fc8bc7749f8466f8fc5245e0afbf003,,1,ratelimit,Dalvik/2.1.0 (Linux; U; Android 9; 605SH Build/S2014)
block,SAKURA-A SAKURA Internet Inc.,7684,JP,133.242.244.151,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/5_11_%E6%96%B0%E5%9E%8B%E3%82%B3%E3%83%AD%E3%83%8A%E3%83%AF%E3%82%AF%E3%83%81%E3%83%B3%E6%8E%A5%E7%A8%AE%E3%82%92%E6%A4%9C%E8%A8%8E%E3%81%95%E3%82%8C%E3%81%A6%E3%81%84%E3%82%8B%E3%81%8A%E5%AD%90%E3%81%95%E3%81%BE%E3%81%AE%E4%BF%9D%E8%AD%B7%E8%80%85%E3%81%AE%E6%96%B9%E3%81%B8.pdf,,2022-04-29T19:56:38Z,[],703a9a2358b606b9,bic,,1,bic,Mozilla/1.0
block,GO-DADDY-COM-LLC,398101,US,192.169.176.57,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/.env,,2022-04-29T20:53:11Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Version Control - Information Disclosure'}]",703aecfd5b2d0cd3,100016,,1,waf,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
block,GO-DADDY-COM-LLC,398101,US,192.169.176.57,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/.env,,2022-04-29T20:53:25Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Version Control - Information Disclosure'}]",703aed50c8987ba4,100016,,1,waf,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
block,GO-DADDY-COM-LLC,398101,US,192.169.176.57,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/.env,,2022-04-29T20:53:57Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Version Control - Information Disclosure'}]",703aee1c48013131,100016,,1,waf,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
block,NETMINDERS,7040,CA,2.57.169.24,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E5%AE%89%E5%85%A8%E6%80%A7%E6%83%85%E5%A0%B1.pdf,,2022-04-29T20:54:20Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Anomaly:Header:User-Agent - Fake Google Bot'}]",703aeeacfd5ca1e6,100201,,1,waf,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
block,GO-DADDY-COM-LLC,398101,US,192.169.176.57,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/.env,,2022-04-29T20:54:30Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Version Control - Information Disclosure'}]",703aeee61fa252bf,100016,,1,waf,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
block,GO-DADDY-COM-LLC,398101,US,192.169.176.57,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/.env,,2022-04-29T20:55:01Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Version Control - Information Disclosure'}]",703aefa7fd9131b5,100016,,1,waf,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
block,FDCSERVERS,30058,JP,50.7.61.26,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/%E6%B7%BB%E4%BB%98%E6%96%87%E6%9B%B8.pdf,,2022-04-29T21:14:49Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Anomaly:Header:User-Agent - Fake Google Bot'}]",703b0ca90bfd8084,100201,,1,waf,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
block,FDCSERVERS,30058,JP,50.7.61.26,www.pfizer-covid19-vaccine.jp,GET,HTTP/1.1,/mRNA%E3%83%AF%E3%82%AF%E3%83%81%E3%83%B3%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,,2022-04-29T21:24:39Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Anomaly:Header:User-Agent - Fake Bing or MSN Bot'}]",703b1b14ee5c8077,100202,,1,waf,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)
block,VECTANT ARTERIA Networks Corporation,2519,JP,36.3.87.48,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T22:34:37Z,[],703b818ebe938372,bic,,1,bic,"""Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"""
block,VECTANT ARTERIA Networks Corporation,2519,JP,122.222.94.231,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T22:41:36Z,[],703b8bcb7df48d24,bic,,1,bic,"""Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"""
block,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue",132203,HK,43.129.191.198,www.pfizer-covid19-vaccine.jp:443,GET,HTTP/1.1,/,,2022-04-29T22:58:05Z,"[{'key': 'group', 'value': 'cloudflare_specials'}, {'key': 'rule_message', 'value': 'Anomaly:Header:User-Agent - Fake Baidu Bot'}]",703ba3ed780c6e22,100204,,1,waf,BaiduSpider
block,OCN NTT Communications Corporation,4713,JP,153.213.176.248,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:32Z,[],703bcf153ddc14d0,bic,,1,bic,"""Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"""
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:47Z,[],703bcf6fff418a54,7fc8bc7749f8466f8fc5245e0afbf003,,2,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:49Z,[],703bcf7e8d518a54,7fc8bc7749f8466f8fc5245e0afbf003,,2,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/.well-known/public_data.json,,2022-04-29T23:27:49Z,[],703bcf7f2e698a54,7fc8bc7749f8466f8fc5245e0afbf003,,7,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:56Z,[],703bcfa74fa38a54,7fc8bc7749f8466f8fc5245e0afbf003,,9,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
